,TrainA,TrainB,TrainC,TrainHC
45896,2,10,12,6
45897,8,9,9,-1
45898,13,0,1,-1
45899,12,1,8,-1
45900,11,4,5,-1
45901,5,9,7,-1
45902,3,13,10,-1
45903,4,12,3,7
45904,2,0,1,-1
45905,6,14,14,-1
45906,13,2,0,-1
45907,0,2,6,-1
45908,6,5,9,-1
45909,11,12,10,-1
45910,10,14,11,9
45911,6,1,12,-1
45912,11,11,5,-1
45913,5,10,12,-1
45914,9,10,0,-1
45915,13,11,4,-1
45916,4,13,11,-1
45917,7,9,0,8
45918,8,10,9,-1
45919,9,6,7,-1
45920,14,12,2,-1
45921,10,10,2,-1
45922,4,8,13,-1
45923,4,1,6,-1
45924,2,6,7,7
45925,5,0,13,-1
45926,5,10,0,-1
45927,9,13,8,-1
45928,10,4,9,-1
45929,1,14,10,-1
45930,11,8,0,-1
45931,0,2,5,7
45932,10,1,3,-1
45933,13,2,8,-1
45934,3,9,6,-1
45935,4,12,11,-1
45936,11,3,8,-1
45937,14,7,9,-1
45938,1,5,1,9
45939,4,10,1,-1
45940,12,12,1,-1
45941,6,1,9,-1
45942,4,9,4,-1
45943,7,10,8,-1
45944,12,12,14,-1
45945,1,2,1,8
45946,3,3,3,-1
45947,4,3,7,-1
45948,2,9,7,-1
45949,13,6,11,-1
45950,13,0,6,-1
45951,2,2,14,-1
45952,4,10,8,7
45953,3,12,12,-1
45954,6,1,2,-1
45955,5,3,4,-1
45956,13,4,14,-1
45957,3,10,6,-1
45958,2,4,1,-1
45959,3,2,11,6
45960,8,4,0,-1
45961,3,13,10,-1
45962,10,6,2,-1
45963,14,2,8,-1
45964,9,13,9,-1
45965,1,6,3,-1
45966,13,4,9,7
45967,4,7,11,-1
45968,4,0,9,-1
45969,5,5,3,-1
45970,3,11,9,-1
45971,1,5,8,-1
45972,0,12,5,-1
45973,3,11,11,8
45974,10,14,6,-1
45975,6,6,11,-1
45976,3,1,0,-1
45977,13,11,7,-1
45978,5,4,2,-1
45979,9,3,9,-1
45980,13,4,0,9
45981,7,3,5,-1
45982,0,6,0,-1
45983,6,7,12,-1
45984,13,11,14,-1
45985,11,6,4,-1
45986,11,13,2,-1
45987,9,4,14,9
45988,8,6,6,-1
45989,13,5,5,-1
45990,12,6,5,-1
45991,7,2,14,-1
45992,7,13,0,-1
45993,7,2,1,-1
45994,13,8,10,9
45995,11,2,13,-1
45996,6,8,11,-1
45997,9,1,2,-1
45998,13,0,8,-1
45999,14,9,8,-1
46000,9,10,7,-1
46001,2,11,9,7
46002,6,2,10,-1
46003,12,0,10,-1
46004,3,4,5,-1
46005,5,6,14,-1
46006,11,10,8,-1
46007,3,1,14,-1
46008,8,3,11,8
46009,3,11,6,-1
46010,14,0,3,-1
46011,7,10,10,-1
46012,8,0,0,-1
46013,10,12,10,-1
46014,14,3,6,-1
46015,14,8,0,8
46016,9,3,12,-1
46017,14,5,7,-1
46018,0,1,1,-1
46019,2,11,9,-1
46020,8,4,0,-1
46021,5,3,4,-1
46022,0,0,3,8
46023,0,1,9,-1
46024,7,8,4,-1
46025,14,2,8,-1
46026,7,4,4,-1
46027,2,1,8,-1
46028,5,12,12,-1
46029,4,10,14,7
46030,5,9,8,-1
46031,2,3,8,-1
46032,3,0,13,-1
46033,1,10,14,-1
46034,13,5,9,-1
46035,2,1,7,-1
46036,5,2,0,6
46037,8,8,0,-1
46038,5,3,9,-1
46039,10,10,10,-1
46040,12,3,10,-1
46041,11,6,14,-1
46042,0,2,0,-1
46043,13,13,13,6
46044,5,10,1,-1
46045,6,13,14,-1
46046,7,0,12,-1
46047,2,8,7,-1
46048,13,4,4,-1
46049,5,12,4,-1
46050,6,2,12,7
46051,5,6,0,-1
46052,0,8,10,-1
46053,5,11,3,-1
46054,8,5,0,-1
46055,3,2,0,-1
46056,1,12,1,-1
46057,7,10,0,8
46058,2,11,10,-1
46059,9,12,8,-1
46060,1,10,1,-1
46061,1,12,1,-1
46062,6,14,13,-1
46063,10,12,13,-1
46064,7,1,0,6
46065,11,2,4,-1
46066,3,10,6,-1
46067,0,2,6,-1
46068,0,4,8,-1
46069,4,9,7,-1
46070,8,0,3,-1
46071,5,4,11,9
46072,7,6,11,-1
46073,0,1,11,-1
46074,13,11,14,-1
46075,12,4,13,-1
46076,6,11,13,-1
46077,12,6,1,-1
46078,3,6,3,8
46079,5,1,14,-1
46080,10,7,5,-1
46081,13,4,8,-1
46082,8,8,13,-1
46083,14,2,8,-1
46084,10,5,11,-1
46085,9,11,9,6
46086,6,1,11,-1
46087,5,0,10,-1
46088,5,8,1,-1
46089,8,5,6,-1
46090,0,5,1,-1
46091,4,0,12,-1
46092,4,0,7,7
46093,13,10,4,-1
46094,8,7,12,-1
46095,3,3,6,-1
46096,9,5,0,-1
46097,10,14,10,-1
46098,9,13,1,-1
46099,8,14,13,8
46100,2,5,9,-1
46101,1,13,8,-1
46102,1,6,0,-1
46103,4,12,13,-1
46104,0,0,8,-1
46105,7,2,5,-1
46106,11,10,5,7
46107,5,12,13,-1
46108,3,10,1,-1
46109,4,4,10,-1
46110,6,14,3,-1
46111,4,3,13,-1
46112,3,14,10,-1
46113,4,6,14,9
46114,3,10,7,-1
46115,2,4,5,-1
46116,14,6,12,-1
46117,7,5,8,-1
46118,5,1,4,-1
46119,13,8,4,-1
46120,1,7,9,8
46121,6,14,3,-1
46122,7,3,10,-1
46123,0,1,12,-1
46124,8,6,5,-1
46125,11,8,1,-1
46126,3,8,5,-1
46127,11,11,13,7
46128,11,6,5,-1
46129,8,7,14,-1
46130,12,3,12,-1
46131,4,8,10,-1
46132,2,9,13,-1
46133,12,6,1,-1
46134,8,4,9,8
46135,1,10,12,-1
46136,11,5,12,-1
46137,9,3,11,-1
46138,5,3,3,-1
46139,2,1,2,-1
46140,7,2,3,-1
46141,7,10,3,8
46142,14,8,10,-1
46143,4,8,14,-1
46144,14,3,0,-1
46145,2,9,1,-1
46146,9,3,5,-1
46147,11,8,4,-1
46148,0,4,9,9
46149,12,0,9,-1
46150,11,14,10,-1
46151,13,2,5,-1
46152,7,13,6,-1
46153,4,9,0,-1
46154,13,1,8,-1
46155,1,9,12,8
46156,6,2,1,-1
46157,13,5,10,-1
46158,10,9,8,-1
46159,10,9,8,-1
46160,7,9,6,-1
46161,5,0,1,-1
46162,1,6,7,9
46163,9,8,10,-1
46164,8,9,12,-1
46165,7,13,5,-1
46166,13,9,3,-1
46167,14,1,0,-1
46168,11,6,0,-1
46169,9,10,7,6
46170,4,0,3,-1
46171,7,3,2,-1
46172,14,3,0,-1
46173,14,13,6,-1
46174,12,4,13,-1
46175,14,3,8,-1
46176,6,6,4,9
46177,14,6,6,-1
46178,7,10,10,-1
46179,10,11,13,-1
46180,8,1,3,-1
46181,0,13,11,-1
46182,10,13,10,-1
46183,12,1,7,7
46184,7,4,5,-1
46185,9,1,2,-1
46186,7,3,14,-1
46187,0,11,8,-1
46188,1,13,11,-1
46189,4,1,8,-1
46190,14,12,14,8
46191,13,5,6,-1
46192,1,5,6,-1
46193,11,8,0,-1
46194,12,14,10,-1
46195,13,2,7,-1
46196,13,11,6,-1
46197,12,8,9,7
46198,6,6,3,-1
46199,5,9,6,-1
46200,14,6,13,-1
46201,3,9,5,-1
46202,9,6,11,-1
46203,2,2,6,-1
46204,14,14,7,9
46205,10,4,4,-1
46206,0,9,5,-1
46207,6,4,11,-1
46208,8,8,9,-1
46209,1,11,0,-1
46210,5,12,6,-1
46211,14,3,14,8
46212,0,1,14,-1
46213,1,4,7,-1
46214,11,14,2,-1
46215,2,1,1,-1
46216,2,14,7,-1
46217,6,11,3,-1
46218,12,14,13,7
46219,10,14,6,-1
46220,7,3,11,-1
46221,9,0,0,-1
46222,5,2,12,-1
46223,1,2,7,-1
46224,14,12,14,-1
46225,6,3,4,8
46226,4,10,7,-1
46227,3,3,9,-1
46228,2,5,11,-1
46229,6,8,11,-1
46230,4,1,3,-1
46231,5,14,12,-1
46232,2,2,7,9
46233,0,8,0,-1
46234,2,5,6,-1
46235,12,1,1,-1
46236,8,7,2,-1
46237,2,14,3,-1
46238,13,12,3,-1
46239,9,13,2,7
46240,3,9,12,-1
46241,9,12,13,-1
46242,14,0,5,-1
46243,6,4,2,-1
46244,2,10,14,-1
46245,10,4,0,-1
46246,9,4,3,6
46247,5,13,6,-1
46248,3,13,14,-1
46249,13,0,8,-1
46250,2,2,9,-1
46251,5,13,7,-1
46252,1,3,6,-1
46253,2,7,0,6
46254,5,2,0,-1
46255,9,3,0,-1
46256,14,6,12,-1
46257,5,1,8,-1
46258,11,5,3,-1
46259,6,7,9,-1
46260,2,0,7,7
46261,0,14,9,-1
46262,4,2,3,-1
46263,6,5,14,-1
46264,4,12,9,-1
46265,4,13,2,-1
46266,8,5,14,-1
46267,6,7,11,8
46268,14,8,11,-1
46269,1,3,1,-1
46270,4,14,2,-1
46271,3,3,6,-1
46272,11,2,8,-1
46273,9,12,12,-1
46274,6,8,9,8
46275,8,7,3,-1
46276,10,0,7,-1
46277,6,4,13,-1
46278,6,9,6,-1
46279,10,4,4,-1
46280,12,8,8,-1
46281,3,2,9,8
46282,14,13,3,-1
46283,11,14,6,-1
46284,5,12,14,-1
46285,13,11,10,-1
46286,10,14,2,-1
46287,12,0,7,-1
46288,9,10,5,9
46289,12,9,6,-1
46290,0,1,0,-1
46291,4,7,14,-1
46292,8,14,8,-1
46293,7,2,7,-1
46294,2,8,2,-1
46295,6,9,7,8
46296,9,11,0,-1
46297,11,5,13,-1
46298,11,9,6,-1
46299,14,0,3,-1
46300,1,0,8,-1
46301,2,6,3,-1
46302,12,0,5,7
46303,6,12,9,-1
46304,4,11,11,-1
46305,13,12,2,-1
46306,9,13,8,-1
46307,7,14,0,-1
46308,13,13,7,-1
46309,11,10,6,6
46310,5,0,2,-1
46311,3,7,3,-1
46312,7,9,0,-1
46313,0,5,5,-1
46314,14,9,0,-1
46315,7,12,5,-1
46316,10,13,13,9
46317,4,7,3,-1
46318,8,5,9,-1
46319,12,13,10,-1
46320,14,4,14,-1
46321,6,5,3,-1
46322,8,0,0,-1
46323,6,0,1,9
46324,2,14,5,-1
46325,2,8,5,-1
46326,7,7,8,-1
46327,11,7,1,-1
46328,13,6,6,-1
46329,7,14,12,-1
46330,1,1,12,9
46331,6,4,0,-1
46332,11,0,10,-1
46333,1,6,7,-1
46334,11,2,4,-1
46335,10,13,4,-1
46336,7,7,1,-1
46337,11,2,6,9
46338,4,1,14,-1
46339,2,7,4,-1
46340,7,11,7,-1
46341,9,4,7,-1
46342,4,4,7,-1
46343,13,6,0,-1
46344,8,3,7,8
46345,11,3,5,-1
46346,13,11,6,-1
46347,8,14,1,-1
46348,10,2,3,-1
46349,6,2,12,-1
46350,7,8,12,-1
46351,4,9,7,6
46352,14,0,2,-1
46353,13,2,13,-1
46354,4,10,1,-1
46355,12,11,6,-1
46356,3,14,11,-1
46357,7,12,2,-1
46358,2,2,14,6
46359,8,13,9,-1
46360,6,0,13,-1
46361,6,3,11,-1
46362,13,0,0,-1
46363,5,3,8,-1
46364,4,11,1,-1
46365,13,12,6,6
46366,10,6,9,-1
46367,8,7,2,-1
46368,2,1,7,-1
46369,7,2,13,-1
46370,12,3,14,-1
46371,2,1,10,-1
46372,6,14,3,7
46373,4,3,6,-1
46374,11,13,5,-1
46375,8,0,7,-1
46376,9,11,10,-1
46377,13,10,7,-1
46378,12,1,1,-1
46379,8,0,0,6
46380,12,14,14,-1
46381,12,11,9,-1
46382,1,0,6,-1
46383,3,11,1,-1
46384,14,10,12,-1
46385,10,10,0,-1
46386,3,11,13,9
46387,5,6,6,-1
46388,14,8,7,-1
46389,1,4,4,-1
46390,10,5,5,-1
46391,2,8,7,-1
46392,11,7,4,-1
46393,9,11,12,9
46394,4,6,3,-1
46395,2,3,13,-1
46396,1,13,6,-1
46397,14,2,12,-1
46398,10,10,9,-1
46399,0,2,2,-1
46400,6,11,6,9
46401,0,10,10,-1
46402,7,8,8,-1
46403,5,11,14,-1
46404,6,4,2,-1
46405,3,0,14,-1
46406,12,9,10,-1
46407,9,11,10,7
46408,1,2,6,-1
46409,2,3,1,-1
46410,3,4,4,-1
46411,3,0,9,-1
46412,5,5,5,-1
46413,14,0,3,-1
46414,11,7,10,9
46415,1,8,13,-1
46416,0,0,0,-1
46417,11,4,12,-1
46418,11,6,5,-1
46419,9,3,1,-1
46420,11,12,4,-1
46421,1,4,7,9
46422,1,14,3,-1
46423,5,8,3,-1
46424,0,0,11,-1
46425,1,2,2,-1
46426,6,11,4,-1
46427,4,12,11,-1
46428,12,3,14,6
46429,11,7,5,-1
46430,2,14,0,-1
46431,8,12,13,-1
46432,1,13,12,-1
46433,7,8,13,-1
46434,12,6,0,-1
46435,13,14,8,9
46436,9,13,4,-1
46437,7,5,1,-1
46438,8,10,13,-1
46439,3,9,2,-1
46440,2,0,6,-1
46441,10,2,12,-1
46442,2,2,8,8
46443,10,2,13,-1
46444,1,2,1,-1
46445,0,8,2,-1
46446,8,2,9,-1
46447,13,6,7,-1
46448,11,6,6,-1
46449,6,7,3,9
46450,1,14,12,-1
46451,4,3,4,-1
46452,3,8,0,-1
46453,4,0,9,-1
46454,6,12,2,-1
46455,6,8,10,-1
46456,0,11,13,7
46457,14,3,12,-1
46458,1,10,11,-1
46459,4,6,0,-1
46460,7,14,4,-1
46461,4,1,6,-1
46462,0,7,9,-1
46463,12,8,2,9
46464,11,1,10,-1
46465,9,11,7,-1
46466,14,8,2,-1
46467,5,7,13,-1
46468,4,2,0,-1
46469,10,8,7,-1
46470,4,11,10,9
46471,0,13,13,-1
46472,4,2,5,-1
46473,4,9,10,-1
46474,3,0,6,-1
46475,9,1,10,-1
46476,4,12,1,-1
46477,7,3,4,7
46478,14,6,1,-1
46479,13,4,6,-1
46480,14,13,0,-1
46481,3,12,3,-1
46482,1,5,12,-1
46483,2,8,3,-1
46484,6,1,7,8
46485,13,1,13,-1
46486,1,8,10,-1
46487,9,1,2,-1
46488,12,2,12,-1
46489,13,2,7,-1
46490,11,5,4,-1
46491,11,4,9,9
46492,11,9,4,-1
46493,11,6,13,-1
46494,1,4,2,-1
46495,13,0,10,-1
46496,1,14,3,-1
46497,8,2,5,-1
46498,8,2,8,8
46499,6,4,10,-1
46500,12,6,4,-1
46501,3,7,1,-1
46502,13,12,12,-1
46503,11,8,10,-1
46504,11,10,7,-1
46505,7,1,7,9
46506,12,1,6,-1
46507,6,7,10,-1
46508,14,9,10,-1
46509,10,14,6,-1
46510,1,7,4,-1
46511,11,14,10,-1
46512,9,5,3,6
46513,7,14,11,-1
46514,4,10,11,-1
46515,4,3,1,-1
46516,9,12,13,-1
46517,8,12,4,-1
46518,8,7,12,-1
46519,12,11,2,9
46520,9,9,7,-1
46521,4,11,10,-1
46522,7,4,7,-1
46523,6,10,14,-1
46524,0,12,7,-1
46525,0,10,11,-1
46526,4,4,5,9
46527,13,1,0,-1
46528,7,0,13,-1
46529,7,0,9,-1
46530,3,7,0,-1
46531,9,4,12,-1
46532,1,7,12,-1
46533,8,4,11,9
46534,2,3,6,-1
46535,6,10,0,-1
46536,2,7,8,-1
46537,7,8,14,-1
46538,3,12,0,-1
46539,10,12,9,-1
46540,7,4,8,8
46541,10,12,3,-1
46542,1,1,9,-1
46543,8,0,9,-1
46544,5,3,8,-1
46545,9,3,4,-1
46546,11,4,5,-1
46547,7,9,13,6
46548,1,1,8,-1
46549,7,3,5,-1
46550,2,2,14,-1
46551,11,3,9,-1
46552,0,11,0,-1
46553,13,1,0,-1
46554,1,7,6,9
46555,8,5,10,-1
46556,11,3,7,-1
46557,6,14,5,-1
46558,9,5,14,-1
46559,9,3,4,-1
46560,7,10,14,-1
46561,0,11,4,8
46562,2,2,3,-1
46563,4,0,11,-1
46564,11,4,8,-1
46565,7,14,11,-1
46566,10,6,14,-1
46567,12,11,1,-1
46568,1,2,1,7
46569,3,14,5,-1
46570,13,6,6,-1
46571,11,14,4,-1
46572,6,12,4,-1
46573,4,2,14,-1
46574,12,6,4,-1
46575,4,1,9,6
46576,12,12,4,-1
46577,5,6,13,-1
46578,7,2,7,-1
46579,11,9,12,-1
46580,0,7,9,-1
46581,14,2,8,-1
46582,12,5,9,9
46583,2,6,3,-1
46584,11,10,6,-1
46585,6,5,2,-1
46586,12,13,5,-1
46587,2,1,1,-1
46588,10,2,12,-1
46589,4,4,6,7
46590,0,0,3,-1
46591,13,12,4,-1
46592,0,12,11,-1
46593,8,1,3,-1
46594,9,13,3,-1
46595,8,4,7,-1
46596,3,12,9,7
46597,0,5,11,-1
46598,2,0,8,-1
46599,13,13,5,-1
46600,0,13,8,-1
46601,9,6,4,-1
46602,0,8,14,-1
46603,12,13,10,8
46604,3,2,13,-1
46605,1,3,5,-1
46606,6,2,5,-1
46607,12,2,4,-1
46608,4,8,1,-1
46609,3,4,8,-1
46610,0,6,3,7
46611,7,5,5,-1
46612,6,10,5,-1
46613,14,6,14,-1
46614,13,13,11,-1
46615,6,10,7,-1
46616,2,11,12,-1
46617,1,1,1,7
46618,8,0,12,-1
46619,5,5,9,-1
46620,7,1,5,-1
46621,7,6,11,-1
46622,7,14,4,-1
46623,3,12,6,-1
46624,3,5,8,6
46625,2,12,4,-1
46626,13,0,13,-1
46627,12,13,6,-1
46628,5,1,1,-1
46629,13,3,5,-1
46630,6,2,8,-1
46631,4,2,12,7
46632,11,13,12,-1
46633,8,1,10,-1
46634,10,11,3,-1
46635,2,14,12,-1
46636,7,3,11,-1
46637,7,10,3,-1
46638,10,1,0,6
46639,2,4,5,-1
46640,4,9,5,-1
46641,12,7,7,-1
46642,7,4,6,-1
46643,5,5,11,-1
46644,3,13,8,-1
46645,14,6,14,7
46646,4,3,13,-1
46647,5,11,3,-1
46648,1,13,2,-1
46649,9,6,10,-1
46650,14,3,14,-1
46651,14,0,9,-1
46652,3,5,6,9
46653,5,9,1,-1
46654,7,13,3,-1
46655,5,1,0,-1
46656,6,8,13,-1
46657,12,12,7,-1
46658,5,14,9,-1
46659,13,5,11,6
46660,8,3,7,-1
46661,6,7,14,-1
46662,3,11,5,-1
46663,14,4,3,-1
46664,2,2,8,-1
46665,14,14,11,-1
46666,5,2,1,8
46667,13,14,4,-1
46668,6,14,5,-1
46669,1,3,4,-1
46670,8,0,5,-1
46671,11,5,4,-1
46672,10,14,11,-1
46673,5,1,12,8
46674,10,2,11,-1
46675,1,9,1,-1
46676,8,6,12,-1
46677,11,1,0,-1
46678,8,13,9,-1
46679,3,12,0,-1
46680,6,11,0,6
46681,6,13,13,-1
46682,1,9,7,-1
46683,7,13,9,-1
46684,9,8,13,-1
46685,13,5,1,-1
46686,12,6,3,-1
46687,8,14,8,6
46688,11,10,3,-1
46689,14,14,14,-1
46690,9,13,2,-1
46691,8,5,10,-1
46692,6,6,1,-1
46693,6,2,3,-1
46694,2,14,6,8
46695,1,6,0,-1
46696,11,13,0,-1
46697,5,0,12,-1
46698,4,13,13,-1
46699,4,8,2,-1
46700,3,9,8,-1
46701,6,12,13,6
46702,8,12,11,-1
46703,6,5,8,-1
46704,5,10,2,-1
46705,10,2,13,-1
46706,4,6,0,-1
46707,5,13,7,-1
46708,0,13,3,9
46709,10,3,3,-1
46710,2,13,2,-1
46711,8,2,0,-1
46712,2,6,14,-1
46713,1,8,0,-1
46714,14,3,6,-1
46715,3,2,2,8
46716,3,5,9,-1
46717,14,7,11,-1
46718,9,5,4,-1
46719,8,6,4,-1
46720,12,12,12,-1
46721,13,7,8,-1
46722,7,13,1,6
46723,12,4,3,-1
46724,8,0,10,-1
46725,2,2,10,-1
46726,9,3,2,-1
46727,5,6,4,-1
46728,2,3,13,-1
46729,6,6,7,8
46730,14,11,13,-1
46731,11,14,3,-1
46732,3,3,0,-1
46733,2,7,6,-1
46734,11,6,14,-1
46735,6,0,1,-1
46736,7,12,13,8
46737,9,7,5,-1
46738,4,9,1,-1
46739,13,0,3,-1
46740,13,5,9,-1
46741,6,9,3,-1
46742,13,1,13,-1
46743,8,11,1,6
46744,0,5,6,-1
46745,13,2,13,-1
46746,2,1,9,-1
46747,11,7,9,-1
46748,10,4,1,-1
46749,1,12,3,-1
46750,9,0,2,7
46751,7,4,6,-1
46752,6,10,3,-1
46753,14,14,7,-1
46754,5,9,2,-1
46755,4,13,0,-1
46756,5,0,10,-1
46757,8,13,10,8
46758,2,5,13,-1
46759,3,10,14,-1
46760,0,3,0,-1
46761,8,2,3,-1
46762,3,7,4,-1
46763,4,3,0,-1
46764,0,7,2,8
46765,11,0,13,-1
46766,5,3,11,-1
46767,7,14,11,-1
46768,9,14,3,-1
46769,3,7,0,-1
46770,13,0,0,-1
46771,9,11,12,7
46772,0,3,11,-1
46773,5,2,0,-1
46774,5,11,8,-1
46775,0,4,7,-1
46776,3,0,10,-1
46777,2,7,10,-1
46778,12,12,4,7
46779,7,3,4,-1
46780,2,10,3,-1
46781,4,0,4,-1
46782,8,9,2,-1
46783,2,5,1,-1
46784,2,6,11,-1
46785,8,1,6,7
46786,8,6,12,-1
46787,12,2,7,-1
46788,1,11,6,-1
46789,11,2,4,-1
46790,13,6,5,-1
46791,7,1,10,-1
46792,10,14,0,6
46793,0,6,4,-1
46794,14,12,9,-1
46795,1,0,13,-1
46796,7,6,1,-1
46797,0,12,7,-1
46798,11,2,2,-1
46799,0,12,0,6
46800,2,7,13,-1
46801,5,10,0,-1
46802,13,13,9,-1
46803,10,1,9,-1
46804,13,11,12,-1
46805,14,3,6,-1
46806,4,7,3,7
46807,11,12,0,-1
46808,5,9,7,-1
46809,8,6,7,-1
46810,2,5,8,-1
46811,8,12,6,-1
46812,9,10,6,-1
46813,3,7,13,7
46814,8,0,1,-1
46815,14,4,3,-1
46816,1,5,13,-1
46817,10,9,7,-1
46818,4,3,1,-1
46819,2,9,7,-1
46820,6,12,6,6
46821,0,2,3,-1
46822,12,10,12,-1
46823,1,1,12,-1
46824,1,9,14,-1
46825,1,4,5,-1
46826,12,11,8,-1
46827,3,2,8,8
46828,0,6,1,-1
46829,11,9,3,-1
46830,9,13,8,-1
46831,0,3,0,-1
46832,13,9,11,-1
46833,0,0,7,-1
46834,3,10,3,9
46835,12,10,3,-1
46836,6,4,8,-1
46837,13,7,7,-1
46838,11,14,1,-1
46839,12,7,11,-1
46840,2,0,13,-1
46841,9,11,1,7
46842,13,8,14,-1
46843,4,7,8,-1
46844,3,0,13,-1
46845,7,7,13,-1
46846,1,1,14,-1
46847,9,9,4,-1
46848,6,13,4,9
46849,9,12,8,-1
46850,14,13,0,-1
46851,2,11,5,-1
46852,7,6,11,-1
46853,9,12,13,-1
46854,8,3,13,-1
46855,13,6,10,9
46856,13,8,6,-1
46857,9,6,7,-1
46858,8,3,6,-1
46859,2,2,0,-1
46860,3,7,5,-1
46861,12,3,5,-1
46862,7,14,13,9
46863,13,2,2,-1
46864,8,4,7,-1
46865,14,14,10,-1
46866,2,3,3,-1
46867,11,7,6,-1
46868,7,13,3,-1
46869,12,0,0,7
46870,12,3,5,-1
46871,3,10,11,-1
46872,7,1,3,-1
46873,1,12,9,-1
46874,2,2,5,-1
46875,3,3,1,-1
46876,0,2,3,6
46877,5,10,4,-1
46878,12,14,4,-1
46879,7,10,2,-1
46880,3,7,10,-1
46881,14,3,2,-1
46882,4,4,12,-1
46883,9,11,3,8
46884,5,5,6,-1
46885,7,3,0,-1
46886,14,5,6,-1
46887,9,2,4,-1
46888,13,5,13,-1
46889,12,10,6,-1
46890,10,10,7,6
46891,9,12,7,-1
46892,3,2,0,-1
46893,3,1,1,-1
46894,13,7,1,-1
46895,14,9,10,-1
46896,14,1,4,-1
46897,7,1,6,9
46898,14,0,13,-1
46899,2,5,2,-1
46900,4,6,2,-1
46901,5,11,3,-1
46902,11,6,3,-1
46903,12,2,3,-1
46904,8,6,14,7
46905,10,7,1,-1
46906,9,8,9,-1
46907,9,10,12,-1
46908,0,6,3,-1
46909,3,4,14,-1
46910,14,13,2,-1
46911,14,8,4,9
46912,6,6,6,-1
46913,3,6,9,-1
46914,9,11,0,-1
46915,2,5,11,-1
46916,6,7,14,-1
46917,11,6,9,-1
46918,3,14,13,7
46919,13,14,13,-1
46920,1,14,11,-1
46921,5,9,1,-1
46922,2,14,14,-1
46923,7,12,4,-1
46924,12,11,6,-1
46925,13,0,12,7
46926,6,4,11,-1
46927,5,14,5,-1
46928,8,9,12,-1
46929,4,4,5,-1
46930,8,0,2,-1
46931,3,2,8,-1
46932,11,8,14,8
46933,14,1,0,-1
46934,0,0,2,-1
46935,10,3,8,-1
46936,0,5,11,-1
46937,8,9,0,-1
46938,12,6,13,-1
46939,0,10,9,6
46940,13,1,7,-1
46941,1,0,13,-1
46942,9,9,4,-1
46943,12,10,10,-1
46944,4,12,5,-1
46945,2,7,9,-1
46946,12,3,13,9
46947,9,11,6,-1
46948,1,13,11,-1
46949,12,14,4,-1
46950,13,8,4,-1
46951,4,9,10,-1
46952,0,11,10,-1
46953,9,4,5,8
46954,6,9,6,-1
46955,5,5,0,-1
46956,8,9,5,-1
46957,1,1,6,-1
46958,3,1,14,-1
46959,5,10,0,-1
46960,8,14,7,8
46961,10,3,7,-1
46962,6,0,2,-1
46963,6,11,0,-1
46964,1,6,8,-1
46965,11,1,0,-1
46966,3,1,8,-1
46967,10,13,12,9
46968,1,11,6,-1
46969,5,2,5,-1
46970,7,10,2,-1
46971,5,12,6,-1
46972,10,14,7,-1
46973,3,13,4,-1
46974,14,10,3,9
46975,13,13,9,-1
46976,6,1,5,-1
46977,0,5,4,-1
46978,11,6,9,-1
46979,13,14,8,-1
46980,12,2,6,-1
46981,11,2,2,9
46982,9,8,9,-1
46983,12,6,0,-1
46984,0,1,6,-1
46985,4,0,13,-1
46986,3,1,4,-1
46987,13,1,5,-1
46988,7,3,7,6
46989,0,3,14,-1
46990,14,0,3,-1
46991,11,3,12,-1
46992,2,8,11,-1
46993,5,1,1,-1
46994,1,7,4,-1
46995,7,14,8,6
46996,8,12,8,-1
46997,14,10,10,-1
46998,5,4,8,-1
46999,7,12,11,-1
47000,12,0,1,-1
47001,8,2,5,-1
47002,9,9,3,6
47003,13,13,4,-1
47004,12,10,11,-1
47005,0,10,9,-1
47006,12,11,7,-1
47007,9,12,10,-1
47008,11,1,10,-1
47009,12,2,13,8
47010,9,1,1,-1
47011,1,8,9,-1
47012,4,3,1,-1
47013,2,9,4,-1
47014,12,0,10,-1
47015,4,3,11,-1
47016,1,8,0,8
47017,2,1,11,-1
47018,8,13,12,-1
47019,6,1,6,-1
47020,10,14,9,-1
47021,1,10,2,-1
47022,2,2,8,-1
47023,3,1,13,7
47024,3,12,10,-1
47025,2,2,6,-1
47026,2,11,9,-1
47027,12,14,14,-1
47028,7,2,5,-1
47029,2,4,8,-1
47030,12,0,6,8
47031,1,12,3,-1
47032,14,1,11,-1
47033,2,11,5,-1
47034,13,0,10,-1
47035,9,13,9,-1
47036,0,2,11,-1
47037,0,13,8,9
47038,2,10,2,-1
47039,8,3,13,-1
47040,11,3,1,-1
47041,11,6,13,-1
47042,8,4,14,-1
47043,3,10,11,-1
47044,4,3,3,7
47045,14,0,6,-1
47046,13,13,10,-1
47047,7,1,4,-1
47048,4,4,10,-1
47049,9,14,11,-1
47050,7,2,14,-1
47051,2,14,4,9
47052,1,6,13,-1
47053,11,8,10,-1
47054,13,9,9,-1
47055,0,2,9,-1
47056,12,5,0,-1
47057,7,11,0,-1
47058,14,11,4,9
47059,4,7,6,-1
47060,9,10,12,-1
47061,0,3,10,-1
47062,7,6,9,-1
47063,0,0,1,-1
47064,9,12,8,-1
47065,4,2,7,7
47066,1,3,2,-1
47067,1,14,4,-1
47068,5,2,13,-1
47069,4,13,12,-1
47070,14,9,3,-1
47071,2,14,4,-1
47072,14,10,6,7
47073,12,3,6,-1
